,CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
404231,280998720,52,BRONX,02/15/2021,03:30:00,02/15/2021,03:54:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,02/15/2021,WOODLAWN,,,,11.0,UNKNOWN,UNKNOWN,D,1017978,262492,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",POINT (-73.87802064599998 40.88709771300007)
404288,242093777,34,MANHATTAN,02/20/2021,17:30:00,02/20/2021,17:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN NORTH,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,02/20/2021,207 ST.-INWOOD,UNKNOWN,UNKNOWN,U,3.0,25-44,WHITE HISPANIC,M,1006041,255411,40.86770011000005,-73.92121504699998,"(40.86770011000005, -73.92121504699998)",POINT (-73.92121504699998 40.86770011000005)
404293,871495539,102,QUEENS,02/14/2021,23:00:00,02/14/2021,23:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS SOUTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,02/15/2021,WOODHAVEN BLVD.,,,,20.0,UNKNOWN,UNKNOWN,D,1025246,192031,40.69367077300007,-73.85216527499993,"(40.69367077300007, -73.85216527499993)",POINT (-73.85216527499993 40.69367077300007)
404312,525906837,6,MANHATTAN,02/12/2021,22:50:00,02/12/2021,22:55:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/13/2021,8 AVENUE,25-44,WHITE,M,2.0,25-44,WHITE,M,983551,208788,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",POINT (-74.00252386299998 40.739759650000046)
404342,866496378,46,BRONX,02/20/2021,12:40:00,02/20/2021,12:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,236,MISDEMEANOR,,DANGEROUS WEAPONS,,PATROL BORO BRONX,782.0,"WEAPONS, POSSESSION, ETC",TRANSIT - NYC SUBWAY,02/20/2021,FORDHAM ROAD,25-44,BLACK,M,11.0,UNKNOWN,UNKNOWN,E,1012539,253107,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)",POINT (-73.89773096099998 40.86135789900004)
404454,504777554,50,BRONX,02/18/2021,22:30:00,02/19/2021,00:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,408.0,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",TRANSIT - NYC SUBWAY,02/20/2021,242 ST.-VAN CORTLANDT PARK,UNKNOWN,UNKNOWN,U,3.0,25-44,BLACK,M,1012345,263323,40.88939827600007,-73.89838946899994,"(40.88939827600007, -73.89838946899994)",POINT (-73.89838946899994 40.88939827600007)
404484,893064894,28,MANHATTAN,02/16/2021,09:30:00,02/16/2021,09:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/17/2021,110 ST.-CENTRAL PARK NORTH,45-64,BLACK,M,3.0,25-44,ASIAN / PACIFIC ISLANDER,F,997535,230317,40.798841208000056,-73.95201858499998,"(40.798841208000056, -73.95201858499998)",POINT (-73.95201858499998 40.798841208000056)
404535,167919799,18,MANHATTAN,02/13/2021,21:55:00,02/13/2021,22:12:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/13/2021,59 ST.-COLUMBUS CIRCLE,25-44,BLACK,M,1.0,25-44,WHITE HISPANIC,F,988451,217993,40.76502407900006,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",POINT (-73.98483594999993 40.76502407900006)
404579,992700118,77,BROOKLYN,02/12/2021,09:14:00,02/12/2021,09:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",TRANSIT - NYC SUBWAY,02/12/2021,UTICA AVE.-CROWN HEIGHTS,UNKNOWN,UNKNOWN,U,32.0,UNKNOWN,UNKNOWN,D,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)",POINT (-73.93112156699993 40.66880609300006)
404587,730740468,1,MANHATTAN,02/16/2021,18:01:00,02/16/2021,18:03:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO MAN SOUTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,02/16/2021,SOUTH FERRY,,,,2.0,UNKNOWN,UNKNOWN,E,980772,194845,40.70148881400007,-74.01254496799999,"(40.70148881400007, -74.01254496799999)",POINT (-74.01254496799999 40.70148881400007)
404590,413310411,14,MANHATTAN,02/16/2021,08:38:00,02/16/2021,08:41:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,02/16/2021,34 ST.-PENN STATION,25-44,BLACK,M,2.0,45-64,WHITE,M,986061,213320,40.75219869800003,-73.99346504499994,"(40.75219869800003, -73.99346504499994)",POINT (-73.99346504499994 40.75219869800003)
404636,975309382,68,BROOKLYN,02/18/2021,15:30:00,02/18/2021,15:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN SOUTH,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/18/2021,BAY RIDGE AVENUE,25-44,BLACK HISPANIC,M,34.0,65+,WHITE,M,977722,170485,40.63462431100004,-74.02352130199995,"(40.63462431100004, -74.02352130199995)",POINT (-74.02352130199995 40.63462431100004)
404730,108653078,14,MANHATTAN,02/17/2021,22:25:00,02/17/2021,22:35:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/18/2021,42 ST.-GRAND CENTRAL,25-44,WHITE HISPANIC,M,4.0,45-64,WHITE HISPANIC,F,990435,213295,40.75212810300008,-73.97767808299993,"(40.752128103000075, -73.97767808299993)",POINT (-73.97767808299993 40.752128103000075)
404787,372722371,18,MANHATTAN,02/18/2021,19:35:00,02/18/2021,19:50:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/18/2021,5 AVENUE,45-64,BLACK,M,1.0,45-64,WHITE,F,988451,217993,40.76502407900006,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",POINT (-73.98483594999993 40.76502407900006)
404986,478653042,44,BRONX,02/09/2021,14:12:00,02/09/2021,14:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BRONX,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,02/11/2021,167 STREET,18-24,BLACK,M,11.0,25-44,WHITE HISPANIC,M,1007022,243322,40.834516921000045,-73.91770925599997,"(40.834516921000045, -73.91770925599997)",POINT (-73.91770925599997 40.834516921000045)
405041,157245408,17,MANHATTAN,02/13/2021,08:45:00,02/13/2021,09:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,02/13/2021,59 STREET,UNKNOWN,UNKNOWN,U,4.0,UNKNOWN,UNKNOWN,D,993063,216978,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",POINT (-73.96818808299997 40.762234771000074)
405061,730023220,6,MANHATTAN,02/17/2021,12:00:00,02/17/2021,22:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",TRANSIT - NYC SUBWAY,02/17/2021,14 STREET,UNKNOWN,UNKNOWN,U,2.0,UNKNOWN,UNKNOWN,D,985126,207917,40.73736895500008,-73.99684042399997,"(40.73736895500008, -73.99684042399997)",POINT (-73.99684042399997 40.73736895500008)
405106,144176371,107,QUEENS,02/19/2021,14:10:00,02/19/2021,14:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO QUEENS SOUTH,793.0,WEAPONS POSSESSION 3,TRANSIT - NYC SUBWAY,02/19/2021,VAN WYCK BLVD.-BRIARWOOD,25-44,BLACK,M,20.0,45-64,WHITE,M,1033809,198089,40.71025472500003,-73.82124163599997,"(40.71025472500003, -73.82124163599997)",POINT (-73.82124163599997 40.71025472500003)
405190,811625862,45,BRONX,02/20/2021,01:25:00,02/20/2021,01:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BRONX,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,02/20/2021,ZEREGA AVENUE,25-44,BLACK,M,12.0,18-24,WHITE,M,1026676,244181,40.83680208000004,-73.846679393,"(40.83680208000004, -73.846679393)",POINT (-73.846679393 40.83680208000004)
405211,698990565,50,BRONX,02/19/2021,16:24:00,02/19/2021,16:24:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,02/19/2021,231 STREET,25-44,BLACK,M,3.0,45-64,WHITE HISPANIC,F,1010580,259508,40.87893274100002,-73.90478798599996,"(40.87893274100002, -73.90478798599996)",POINT (-73.90478798599996 40.87893274100002)
405314,603825198,73,BROOKLYN,02/20/2021,12:55:00,02/20/2021,13:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/20/2021,BROADWAY-EASTERN PKWY,UNKNOWN,BLACK,M,33.0,UNKNOWN,BLACK,F,1010719,186857,40.67952470300003,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",POINT (-73.90457153799997 40.67952470300003)
405374,653576377,33,MANHATTAN,02/12/2021,11:33:00,02/12/2021,12:06:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,113.0,"MENACING,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/12/2021,168 ST.-WASHINGTON HTS.,18-24,BLACK,M,3.0,UNKNOWN,UNKNOWN,E,1000916,245710,40.84108492100006,-73.93976883999993,"(40.84108492100006, -73.93976883999993)",POINT (-73.93976883999993 40.84108492100006)
405382,638319564,5,MANHATTAN,02/11/2021,14:42:00,02/11/2021,14:43:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,02/11/2021,BROOKLYN BRIDGE-CITY HALL,25-44,WHITE HISPANIC,M,2.0,UNKNOWN,UNKNOWN,D,983125,199091,40.71314369600003,-74.00405950599996,"(40.71314369600003, -74.00405950599996)",POINT (-74.00405950599996 40.71314369600003)
405703,960061772,71,BROOKLYN,02/13/2021,12:25:00,02/13/2021,12:53:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/13/2021,PRESIDENT STREET,UNKNOWN,BLACK,M,32.0,25-44,ASIAN / PACIFIC ISLANDER,F,997935,182677,40.66808053600005,-73.95067075499998,"(40.66808053600005, -73.95067075499998)",POINT (-73.95067075499998 40.66808053600005)
405744,583221626,73,BROOKLYN,02/21/2021,18:10:00,02/21/2021,18:20:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO BKLYN NORTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,02/21/2021,ROCKAWAY AVENUE,18-24,BLACK,M,32.0,25-44,BLACK HISPANIC,F,1009519,180676,40.66256275400008,-73.90892111899994,"(40.66256275400008, -73.90892111899994)",POINT (-73.90892111899994 40.66256275400008)
405768,476682193,1,MANHATTAN,02/19/2021,10:30:00,02/19/2021,10:40:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/19/2021,CANAL STREET,25-44,WHITE HISPANIC,M,2.0,45-64,WHITE HISPANIC,F,982806,201821,40.72063684600005,-74.00521077799993,"(40.72063684600005, -74.00521077799993)",POINT (-74.00521077799993 40.72063684600005)
405796,800559292,5,MANHATTAN,02/10/2021,16:54:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,233,MISDEMEANOR,,SEX CRIMES,,PATROL BORO MAN SOUTH,175.0,"SEXUAL ABUSE 3,2",TRANSIT - NYC SUBWAY,02/16/2021,BROOKLYN BRIDGE-CITY HALL,18-24,BLACK HISPANIC,M,2.0,25-44,BLACK,F,984946,200203,40.716195914000025,-73.99749074599998,"(40.716195914000025, -73.99749074599998)",POINT (-73.99749074599998 40.716195914000025)
405851,326049838,40,BRONX,01/07/2021,09:41:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,02/17/2021,3 AVENUE-149 STREET,,,,12.0,UNKNOWN,UNKNOWN,E,1007034,236608,40.81608887400005,-73.917688689,"(40.81608887400005, -73.917688689)",POINT (-73.917688689 40.81608887400005)
406083,193706569,69,BROOKLYN,02/19/2021,17:00:00,02/19/2021,17:26:00,ATTEMPTED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO BKLYN SOUTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,02/19/2021,EAST 105 STREET,<18,BLACK,M,33.0,UNKNOWN,UNKNOWN,E,1012560,176285,40.65050122600008,-73.89797849099993,"(40.65050122600008, -73.89797849099993)",POINT (-73.89797849099993 40.65050122600008)
406117,126089501,40,BRONX,02/12/2021,13:20:00,02/12/2021,13:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",TRANSIT - NYC SUBWAY,02/12/2021,3 AVENUE-138 STREET,UNKNOWN,BLACK,M,12.0,25-44,WHITE,F,1004367,234794,40.81111642600007,-73.92732930899997,"(40.81111642600007, -73.92732930899997)",POINT (-73.92732930899997 40.81111642600007)
406127,631501041,9,MANHATTAN,02/20/2021,00:39:00,,,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,235,MISDEMEANOR,,DANGEROUS DRUGS,,PATROL BORO MAN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,02/20/2021,BLEECKER STREET,,,,4.0,UNKNOWN,UNKNOWN,E,985733,203753,40.72593971300005,-73.99465099599996,"(40.72593971300005, -73.99465099599996)",POINT (-73.99465099599996 40.72593971300005)
406166,723963203,52,BRONX,02/14/2021,14:55:00,02/14/2021,15:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,231,MISDEMEANOR,,BURGLAR'S TOOLS,,PATROL BORO BRONX,209.0,"BURGLARS TOOLS,UNCLASSIFIED",TRANSIT - NYC SUBWAY,02/14/2021,EAST 180 STREET,25-44,WHITE HISPANIC,M,12.0,UNKNOWN,UNKNOWN,D,1019444,245654,40.84087681400008,-73.87280713299998,"(40.840876814000076, -73.87280713299998)",POINT (-73.87280713299998 40.840876814000076)
406170,413750886,112,QUEENS,02/16/2021,11:30:00,02/16/2021,14:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO QUEENS NORTH,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,02/16/2021,71 AVE.-FOREST HILLS,UNKNOWN,UNKNOWN,U,20.0,45-64,WHITE,F,1027498,202160,40.72146172800007,-73.84397926999998,"(40.721461728000065, -73.84397926999998)",POINT (-73.84397926999998 40.721461728000065)
406174,976834484,47,BRONX,02/20/2021,00:35:00,02/20/2021,07:30:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,02/20/2021,238 ST.-NEREID AVE.,,,,12.0,UNKNOWN,UNKNOWN,D,1025100,267076,40.899649229000026,-73.85223527399995,"(40.899649229000026, -73.85223527399995)",POINT (-73.85223527399995 40.899649229000026)
406213,682849040,42,BRONX,02/16/2021,06:41:00,02/16/2021,11:12:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,02/16/2021,FREEMAN STREET,UNKNOWN,UNKNOWN,U,12.0,UNKNOWN,UNKNOWN,D,1014172,241737,40.83014522400003,-73.89187807399996,"(40.83014522400003, -73.89187807399996)",POINT (-73.89187807399996 40.83014522400003)
406480,498364421,1,MANHATTAN,02/13/2021,12:15:00,02/13/2021,12:18:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",TRANSIT - NYC SUBWAY,02/13/2021,FRANKLIN STREET,25-44,BLACK,M,2.0,18-24,WHITE HISPANIC,F,982327,201274,40.71913537100005,-74.00693864699997,"(40.71913537100005, -74.00693864699997)",POINT (-74.00693864699997 40.71913537100005)
406651,503110202,84,BROOKLYN,02/15/2021,09:25:00,02/15/2021,09:35:00,ATTEMPTED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO BKLYN NORTH,387.0,"ROBBERY,CLOTHING",TRANSIT - NYC SUBWAY,02/15/2021,HOYT STREET,UNKNOWN,UNKNOWN,M,30.0,25-44,UNKNOWN,M,988381,190867,40.69056984600008,-73.98510529599997,"(40.69056984600008, -73.98510529599997)",POINT (-73.98510529599997 40.69056984600008)
406691,488417837,6,MANHATTAN,02/03/2021,20:55:00,02/03/2021,21:00:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN SOUTH,398.0,"ROBBERY,PUBLIC PLACE INSIDE",TRANSIT - NYC SUBWAY,02/03/2021,W. 4 STREET,25-44,BLACK,M,2.0,25-44,ASIAN / PACIFIC ISLANDER,M,983985,205857,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",POINT (-74.00095761299998 40.731714801000074)
406795,957473467,33,MANHATTAN,02/08/2021,20:25:00,02/08/2021,20:30:00,ATTEMPTED,,,1.0,N.Y. TRANSIT POLICE,105,FELONY,,ROBBERY,,PATROL BORO MAN NORTH,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",TRANSIT - NYC SUBWAY,02/08/2021,168 ST.-WASHINGTON HTS.,45-64,BLACK,M,3.0,25-44,WHITE,M,1000989,245670,40.84097499400008,-73.93950511099996,"(40.84097499400008, -73.93950511099996)",POINT (-73.93950511099996 40.84097499400008)
406993,629525817,52,BRONX,02/02/2021,09:15:00,02/02/2021,09:25:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/02/2021,KINGSBRIDGE ROAD,,,,11.0,25-44,WHITE HISPANIC,F,1013465,254827,40.86607576000005,-73.89437578699994,"(40.86607576000005, -73.89437578699994)",POINT (-73.89437578699994 40.86607576000005)
407093,628702296,13,MANHATTAN,02/08/2021,22:00:00,02/08/2021,22:05:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/09/2021,14 STREET,25-44,WHITE,M,2.0,25-44,ASIAN / PACIFIC ISLANDER,M,984338,208351,40.73856022100006,-73.99968389599996,"(40.73856022100006, -73.99968389599996)",POINT (-73.99968389599996 40.73856022100006)
407094,213645995,46,BRONX,02/08/2021,16:00:00,02/08/2021,23:45:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BRONX,339.0,"LARCENY,PETIT FROM OPEN AREAS,",TRANSIT - NYC SUBWAY,02/10/2021,FORDHAM ROAD,,,,11.0,UNKNOWN,UNKNOWN,D,1012539,253107,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)",POINT (-73.89773096099998 40.86135789900004)
407211,779645358,46,BRONX,01/30/2021,15:50:00,01/30/2021,15:55:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,01/30/2021,TREMONT AVENUE,UNKNOWN,BLACK,M,11.0,UNKNOWN,UNKNOWN,E,1010257,248767,40.84945291600008,-73.90599768399994,"(40.84945291600008, -73.90599768399994)",POINT (-73.90599768399994 40.84945291600008)
407217,526799273,17,MANHATTAN,02/07/2021,21:41:00,02/07/2021,21:43:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,578,VIOLATION,,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,02/07/2021,59 STREET,45-64,WHITE HISPANIC,M,4.0,25-44,BLACK HISPANIC,M,993063,216978,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",POINT (-73.96818808299997 40.762234771000074)
407235,705640709,5,MANHATTAN,01/18/2021,12:07:00,01/18/2021,12:09:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",TRANSIT - NYC SUBWAY,02/02/2021,BROOKLYN BRIDGE-CITY HALL,UNKNOWN,WHITE HISPANIC,U,2.0,UNKNOWN,UNKNOWN,D,983125,199091,40.71314369600003,-74.00405950599996,"(40.71314369600003, -74.00405950599996)",POINT (-74.00405950599996 40.71314369600003)
407254,205175398,25,MANHATTAN,01/30/2021,17:10:00,01/30/2021,17:18:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN NORTH,415.0,"LARCENY,GRAND FROM PERSON,PICK",TRANSIT - NYC SUBWAY,01/30/2021,125 STREET,UNKNOWN,UNKNOWN,M,4.0,25-44,WHITE HISPANIC,F,1001575,232339,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",POINT (-73.93742166899995 40.804384046000045)
407288,295221968,79,BROOKLYN,02/01/2021,11:07:00,02/01/2021,11:10:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,118,FELONY,,DANGEROUS WEAPONS,,PATROL BORO BKLYN NORTH,793.0,WEAPONS POSSESSION 3,TRANSIT - NYC SUBWAY,02/01/2021,NOSTRAND AVENUE,25-44,WHITE HISPANIC,M,30.0,UNKNOWN,UNKNOWN,E,998241,187165,40.68039860900007,-73.94955839299998,"(40.68039860900007, -73.94955839299998)",POINT (-73.94955839299998 40.68039860900007)
407325,868470602,84,BROOKLYN,02/10/2021,16:30:00,02/10/2021,16:42:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,106,FELONY,,FELONY ASSAULT,,PATROL BORO BKLYN NORTH,106.0,ASSAULT POLICE/PEACE OFFICER,TRANSIT - NYC SUBWAY,02/10/2021,JAY STREET-BOROUGH HALL,18-24,BLACK,M,30.0,UNKNOWN,UNKNOWN,E,987772,191476,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",POINT (-73.987300996 40.69224167400005)
407354,406845955,1,MANHATTAN,02/09/2021,11:05:00,02/09/2021,11:15:00,COMPLETED,,,1.0,N.Y. TRANSIT POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,TRANSIT - NYC SUBWAY,02/09/2021,FULTON STREET,18-24,BLACK,M,2.0,25-44,ASIAN / PACIFIC ISLANDER,M,982466,197787,40.70956441600004,-74.00643628099994,"(40.709564416000035, -74.00643628099994)",POINT (-74.00643628099994 40.709564416000035)
